UCAR ORLEANS-SARAN CC CAP SAR.;163; Rue Thomas Edison; 45770;02 38 73 06 66;saran@ucar.fr
OPEL RENT MONTARGIS;693 Rue Saint Firmin des Vignes; 45200; AMILLY;02 38 07 14 90;amillypassion.montargis.atelier@opel.gmfrance.fr
OPEL RENT ORLEANS;25 Route d'Orléans; 45380; LA CHAPELLE ST MESNIN;02 38 73 71 20;opelrent-orleans@pgamotors.com
UCAR CAHOR LAMAGDELAINE;318; Route de Cahors; 46090 ;05 65 22 52 47;tocaben.alain.lamagdelaine02@reseau.renault.fr
UCAR AGEN;ROND POINT TRIGNAC; 47240; CASTELCULIER;05 53 47 80 00;ucar.agen@orange.fr
UCAR RELAIS AGEN AEROPORT;Service de relais AEROPORT-AGENCE; 47520; LE PASSAGE;05 53 47 80 00;ucar.agen@orange.fr
UCAR CHOLET;27 Avenue Edmond Michelet; 49300; CHOLET;02 41 62 60 18;ucarcholet@orange.fr
UCAR RELAIS GARE CHOLET;Service relais GARE-AGENCE; 49300; CHOLET;02 41 62 60 18;ucarcholet@orange.fr
OPEL RENT ANGERS;8; Boulevard de la liberté; 49000;02 41 68 91 36;ojobard@pgamotors.com
OPEL RENT CHOLET;18; av Edmond Michelet ; 49300;02 41 65 78 44;svivion@pgamotors.com
OPEL RENT SAUMUR;1950 Route de Cholet - ZI de Distré; 49400; SAUMUR;02 41 50 04 26;gboisse@pgamotors.com
UCAR CHALONS EN CHAMPAGNE;7 avenue de la gare ; 51000; CHALONS EN CHAMPAGNE;03 26 65 44 44;chalons51@votreagenceucar.fr
UCAR REIMS PARC DE CHAMPAGNE;19 Bis Avenue Henri Farman; 51100; REIMS;03 26 07 43 43;reims@ucar.fr
OPEL RENT CHALONS EN CHAMPAGNE;153 Avenue Pierre Semard BP41; 51510; FAGNIERES;03 26 68 79 75;opelrent@opel-rennesson.fr
OPEL RENT EPERNAY;ZAC Val de Champagne; 51200; EPERNAY;03 26 56 45 15;opelrent.epernay@wanadoo.fr
OPEL RENT REIMS;1 Rue Léna Bernstein; 51100; REIMS;03 26 08 77 29;opel.rent.reims@hotmail.fr
UCAR ST-DIZIER;30 rue de Vergy; 52100; SAINT DIZIER;03 25 04 36 36;saint-dizier@votreagenceucar.fr
OPEL RENT SAINT DIZIER;CC du Chêne St Amand; 52102; SAINT DIZIER;03 25 56 95 62;dreneri.stdizier.vente@opel.gmfrance.fr
UCAR LAVAL;13 Rue du Bourny; 53000; LAVAL;02 43 90 30 30;laval@votreagenceucar.fr
UCAR LAVAL RELAIS GARE;13 Rue de Bourny; 53000; LAVAL;02 43 90 30 30;laval@votreagenceucar.fr
UCAR PONT A MOUSSON;1156 Route de Vandières; 54700; PONT A MOUSSON;null;ucar-pam@orange.fr
OPEL RENT PONTIVY;6; rue Hélène et Victor Basch; 56300;02 97 25 73 78;opelrentpontivy@orange.fr
OPEL RENT VANNES;Rue Marcellin Berthelot; 56000; VANNES;02 97 40 78 78;opelrentvannes@orange.fr
UCAR RELAIS GARE HAGONDANGE;Service relais GARE-AGENCE; 57525; TALANGE;03 87 70 49 64;ucartalange1@orange.fr
UCAR ZONE DU TRIANGLE;Zone du Triangle; 57525; TALANGE;03 87 70 49 64;ucartalange1@orange.fr
UCAR METZ ACTIPOLE;8 Rue Joseph Cugnot; 57070; METZ;03 87 57 57 57;alfa-location@orange.fr
UCAR SAINT AVOLD;41 Rue du General Mangin; 57500; SAINT AVOLD;03 87 00 14 45;easyrent@orange.fr
UCAR METZ NORD;100 Route de Thionville; 57050; METZ;03 87 30 01 50;metz@ucar.fr
UCAR THIONVILLE;80; Route de Metz; 57100;03 82 82 78 18;thionville@ucar.fr
UCAR SARREGUEMINES;77 Rue de France ; 57200; SARREGUEMINES;03 87 09 11 60;autoserviceplus2@wanadoo.fr
UCAR COSNE SUR LOIRE;97 Rue Marechal LECLERC; 58200; COSNE SUR LOIRE;03 86 24 24 24;carole.decoux58@orange.fr
UCAR CAMBRAI CENTRE;2 Rue Louis Blériot; 59400; CAMBRAI;03 27 81 33 85;cambrai@ucar.fr
UCAR DOUAI GARE;Place de la Gare ; 59505; DOUAI;03 27 87 48 16;douai@ucar.fr
UCAR LILLE CENTRE;34 Boulevard J.Baptiste Lebas; 59000; LILLE;03 20 52 50 00;lille@ucar.fr
UCAR MAUBEUGE-LOUVROIL;36 Route d'Avesnes; 59720; MAUBEUGE-LOUVROIL;03 27 62 88 00;louvroil@ucar.fr
UCAR VALENCIENNES GARE;31 Avenue du Sénateur Girard; 59300; VALENCIENNES;03 27 33 31 80;valenciennes@ucar.fr
OPEL RENT DUNKERQUE;Av de la Villette Sortie 58; 59640; PETITE SYNTHE;03 28 64 86 68;opelrent@westauto.fr
OPEL RENT LILLE;Centre Commercial d'Englos ; 59320; LILLE ENGLOS;03 20 22 71 90;opelrent@eurauto.net
OPEL RENT MAUBEUGE;24-26 Boulevard de l'Europe; 59600; MAUBEUGE;03 27 64 41 94;garagedeleurope@wanadoo.fr
OPEL RENT TOURCOING;66 bis; rue du Dronckaert; 59223;03 20 69 05 16;opel-rent@serva.fr
OPEL RENT VILLENEUVE D'ASCQ;21 rue Jules Guesde; 59650; VILLENEUVE D'ASCQ;03 28 14 59 55;opelrent@krystalsas.fr
UCAR ST MAXIMIN;ZAET de Bois St Romain; 60740; ST MAXIMIN;03 44 55 11 90;jakalocation@orange.fr
UCAR BEAUVAIS AEROPORT;Aéroport Beauvais Tillé; 60000; BEAUVAIS;03 44 06 49 00;beauvais@ucar.fr
UCAR COMPIEGNE GARE;26 Quinter; Rue de Clermont; 60200;03 44 36 35 90;compiegne@ucar.fr
OPEL RENT BEAUVAIS;Av P et M Curie ; 60000; BEAUVAIS;03 44 02 84 58;mvibert@beauvais-auto.fr
UCAR BETHUNE GARE;295 Avenue de Lens; 62400; BETHUNE;03 21 57 28 15;bethune@ucar.fr
UCAR LENS CENTRE;68 Avenue Alfred Maës; 62300; LENS;03 21 28 46 52;lens@ucar.fr
OPEL RENT ST OMER;ZI Fort Maillebois; 62219; LONGUENESSE;03 21 38 11 87;opelrent@lemoinesas.fr
OPEL RENT ARRAS;1 Avenue des Coquelicots ; 62217; BEAURAINS;03 21 16 30 50;c.deleserre@groupe-lempereur.com
OPEL RENT CALAIS;40 Rue de Lille; 62100; CALAIS;03 21 85 87 28;christelle.beauchamp@prioplus.com
UCAR CLT FERRAND QUARTIER GARE;74 Avenue Edouard Michelin; 63100; CLERMONT FERRAND;04 73 14 90 00;ucarcf@orange.fr
UCAR RIOM ESPACE MOZAC;Z.A des Gardelles; 63200; MALAUZAT;04 73 38 40 46;ucar-riom@wanadoo.fr
OPEL RENT CLERMONT-FERRAND;136; Avenue de Cournon; 63170;04 73 98 66 62;le_brezet@opelrent.fr
OPEL RENT BAYONNE;ZAC du Golf; 64200; BASSUSSARRY;05 59 70 40 24;opelrent@lafontaine64.fr
OPEL RENT PAU;129 Boulevard Charles de Gaulle; 64140; LONS;05 59 32 38 77;opelrent@automobilespau.fr
UCAR PERPIGNAN CENTRE;6 Boulevard Henri Poincarré; 66000; PERPIGNAN;04 68 55 97 11;hernes.petyt@wanadoo.fr
UCAR PERPIGNAN ST CHARLES;110 Avenue Georges Caustier; 66000; PERPIGNAN;04 68 83 36 20;hernes.petyt66@orange.fr
UCAR RELAIS AEROPORT PERPIGNAN;Service relais AEROPORT-AGENCE; 66000; PERPIGNAN;04 68 55 97 11;hernes.petyt@wanadoo.fr
UCAR RELAIS GARE PERPIGNAN;Service relais GARE-AGENCE; 66000; PERPIGNAN;04 68 55 97 11;hernes.petyt@wanadoo.fr
OPEL RENT PERPIGNAN;183 Chemin de la Fauceille; 66100; PERPIGNAN;04 68 68 16 16;opelrentperpignan@hotmail.fr
UCAR STRASBOURG;Rue Charles Peguy; 67000; STRASBOURG;03 90 20 49 49;strasbourg@ucar.fr
UCAR OBERNAI;Boulevard de l'Europe; 67210; OBERNAI;03 88 99 39 02;ucar.obernai@orange.fr
UCAR HOENHEIM-STRASBOURG NORD;3 Rue Emile Mathis; 67800; HOENHEIM;03 88 04 09 09;HOENHEIM@ucar.fr
UCAR RELAIS GARE OBERNAI;Service relais GARE - AGENCE; 67210; OBERNAI;03 88 99 39 02;ucar.obernai@orange.fr
UCAR RELAIS CAMPING OBERNAI;Service relais CAMPING - AGENCE; 67210; OBERNAI;03 88 99 39 02;ucar.obernai@orange.fr
OPEL RENT STRASBOURG;41 Route du Rhin; 67100; STRASBOURG;03 88 84 99 63;opelrentetoile@groupe-knoch.fr
OPEL RENT STRASBOURG;3; allée de l'Euro; 67205;03 88 56 05 62;opelrentmittel@groupe-knoch.fr
UCAR ILLZACH ILE NAPOLEON;11 Avenue de Hollande; 68110; ILLZACH;03 89 61 79 30;ucar.illzach@wanadoo.fr
UCAR MULHOUSE GARE DU NORD;186 Rue Josué Hofer; 68100; MULHOUSE;03 89 60 03 00;ucar.mulhouse@wanadoo.fr
UCAR COLMAR;10 Rue A Kiener; 68000; COLMAR;03 89 41 30 26;colmar@ucar.fr
OPEL RENT MULHOUSE;23 Rue de Thann BP 2018 ; 68058; MULHOUSE;03 89 33 27 50;i.bluntzer.muller@groupe-andreani.com
UCAR LYON VILLEURBANNE;215 rue LEON BLUM; 69100; LYON-VILLEURBANNE;04 72 83 52 04;ucarvilleurbanne@yahoo.fr
UCAR LYON-CHAMPAGNE AU MT D'OR;2 Av General de Gaulle; 69410; CHAMPAGNE AU Mt D'OR;04 72 54 53 03;champagne@votreagenceucar.fr
UCAR LYON ST PRIEST;76 Route de Grenoble; 69800; LYON SAINT-PRIEST;04 72 89 49 15;ucarsaintpriest69@gmail.com
UCAR LYON GERLAND;26-30 rue de Gerland; 69007; LYON;04 78 72 46 37;location-ucar-lyon@hotmail.fr
UCAR RELAIS GARE PART DIEU;Service relais GARE-AGENCE; 69007; LYON;04 78 72 46 37;location-ucar-lyon@hotmail.fr
UCAR RELAIS GARE PERRACHE;Service relais GARE-AGENCE; 69007; LYON;04 78 72 46 37;location-ucar-lyon@hotmail.fr
UCAR RELAIS AERO. ST EXUPERY;Service relais AGENCE AEROPORT ; 69800; LYON SAINT-PRIEST;04 72 89 49 15;ucarsaintpriest69@gmail.com
UCAR ST GENIS LAVAL;72 Avenue du Marechal Foch; 69230; ST GENIS LAVAL;04 78 56 09 03;sgas.location@yahoo.fr
OPEL RENT LYON VAISE;76; Rue Marietton; 69009;04 72 53 75 77;christine.verdone@atlantic-automobiles.fr
OPEL RENT LYON VENISSIEUX;8; Rue des Frères Bertrand; 69200 ;04 72 73 87 09;atlanticauto.lyon.atelier@opel.gmfrance.fr
UCAR SAINT MARCEL;18; AVENUE DE L’AUTOMOBILE; 71380;03 85 45 82 69;ucar@halldelautomobile.fr
UCAR LE MANS CENTRE;114-120 Boulevard Nicolas Cugnot; 72000; LE MANS;02 43 84 97 97;lemans@ucar.fr
UCAR LE MANS ZI SUD;Boulevard Pierre Lefaucheux; 72100; LE MANS;02 43 61 01 30;loca.auto.inter@wanadoo.fr
UCAR LE MANS CENTRE;114-120 Boulevard Nicolas Cugnot; 72000; LE MANS;02 43 84 97 97;lemans@ucar.fr
UCAR LE MANS ZI SUD;Boulevard Pierre Lefaucheux; 72100; LE MANS;02 43 61 01 30;loca.auto.inter@wanadoo.fr
UCAR CHAMBERY-PETIT QUINQUIN;151 Avenue de Chambery; 73230; CHAMBERY - ST ALBAN LEYSSE;04 79 25 25 25;axslocation@orange.fr
UCAR RELAIS GARE CHAMBERY;Service de Relais GARE-AGENCE; 73230; CHAMBERY - ST ALBAN LEYSSE;04 79 25 25 25;axslocation@orange.fr
